zid x y z sxx syy szz sxy sxz syz
31375 1309.42 1018.24 1763.36 -1.08422e+06 -1.14307e+06 -2.23758e+06 -14408.6 -300432 53365.1
31406 1315.76 1020.25 1767.6 -1.09463e+06 -1.10433e+06 -2.24857e+06 21964.3 -301154 68281.2
31444 1320.58 768.203 1809.88 -602427 -581907 -1.22102e+06 -63279.5 -217668 90025.9
31495 1363.13 1014.89 1785 -1.04987e+06 -1.10378e+06 -2.37526e+06 66437.6 -228313 96578.3
31526 1286.15 977.843 1779.97 -581499 -556218 -1.10727e+06 -93496.1 -220613 -5611.28
31562 1312.02 993.307 1807.68 -340050 -286075 -1.00741e+06 7015.68 -109155 30517.5
31593 1322.34 1004.27 1819.09 -288257 -193133 -985123 55128.1 -65177.5 28069.9
31631 1360.86 784.733 1824.41 -539572 -541602 -1.05524e+06 -82131.8 -178734 82597.7
31666 1233.07 754.619 1787.14 -719521 -309740 -783559 -66043.4 -153335 3045
31706 1341.7 1004.86 1813.27 -467208 -427040 -1.37292e+06 69334.8 -100430 44259.4
31746 1375.25 1040.17 1842.11 -124584 -171484 -997236 127384 -36608.7 64510.2
31772 1395.42 978.345 1835.32 -330753 -401020 -1.18884e+06 110259 -71468.3 54771.8
31804 1354.06 1011.61 1825.42 -383922 -310064 -1.22014e+06 98995.9 -50887 55112.5
31834 1302.2 995.909 1772.66 -866056 -897448 -1.79275e+06 -42571.2 -274668 16577.5
31865 1282.05 952.44 1775.66 -445712 -595892 -880387 -101225 -272569 4527.73
31899 1327.73 868.955 1813.1 -330501 -333444 -614411 -79180.1 -141265 27711.6
31942 1432.4 795.115 1802.48 -1.23505e+06 -1.38014e+06 -2.44737e+06 -80372.9 -312456 146483
31989 1335.51 1018.16 1748.13 -1.52995e+06 -1.6323e+06 -2.95233e+06 -32994.9 -409576 108937
32024 1433.5 801.127 1804.02 -1.22099e+06 -1.31417e+06 -2.40372e+06 -103763 -314325 138364
32066 1396.16 769.361 1808.63 -947758 -1.02032e+06 -1.87829e+06 -105006 -258004 131649
32105 1333.25 841.861 1799.71 -658178 -658644 -1.17688e+06 -101529 -201076 59973.5
32142 1301.95 883.314 1771.56 -776303 -843204 -1.34972e+06 -125022 -304993 60441.6
32185 1324.76 778.559 1786.13 -976841 -959649 -1.80543e+06 -104574 -291391 119542
32220 1415.02 950.81 1771.7 -1.46265e+06 -1.75442e+06 -2.95878e+06 42170 -371493 140332
32255 1379.23 880.697 1789.97 -1.01059e+06 -1.13187e+06 -1.97683e+06 -68138.7 -308223 105064
32287 1426.65 1047.68 1777.98 -1.37333e+06 -1.69818e+06 -3.18255e+06 120503 -236860 181350
32318 1275.4 966.898 1767.93 -588539 -646478 -1.09104e+06 -142552 -284536 -9032.04
32368 1244.17 805.017 1771.11 -672949 -527460 -1.02997e+06 -96757.4 -156750 33045.2
32406 1395.38 1034.89 1816.95 -629395 -733426 -1.88987e+06 132128 -113312 95543.2
32454 1416.31 886.346 1825.4 -620503 -734734 -1.54622e+06 6607.15 -171211 94698.6
32492 1300.88 853.124 1794 -588220 -561562 -900247 -57573.9 -207943 57399.5
32541 1366.53 755.946 1845.52 -268379 -269989 -693817 -36132 -88813.6 66386.2
32578 1394.71 879.011 1836.41 -356333 -398201 -955663 17401.7 -84829.4 55509
32626 1331.89 1017.15 1809.1 -529788 -444870 -1.40136e+06 74175.1 -118895 51182
32670 1408.14 1025.73 1764.93 -1.56986e+06 -1.78569e+06 -3.35839e+06 65909.3 -328097 178459
32704 1395.74 852.442 1785.51 -1.19053e+06 -1.32164e+06 -2.32423e+06 -102678 -331590 121670
32746 1345.16 802.136 1786.3 -1.0304e+06 -1.03082e+06 -1.85044e+06 -115121 -314520 113805
32790 1386.18 750.832 1818.57 -807636 -819319 -1.64294e+06 -114257 -236988 123406
32822 1366.03 801.645 1824.27 -529921 -540415 -1.03091e+06 -68295.6 -180005 81992.8
32878 1314.29 833.946 1774.95 -932850 -944828 -1.66537e+06 -123926 -304091 93641.1
32913 1444.49 1011.43 1752.06 -2.05946e+06 -2.4006e+06 -4.07968e+06 66358.7 -389759 237523
32977 1365.04 883.069 1822.54 -424010 -459111 -917191 -23092.5 -117818 43926.9
33017 1395.97 950.697 1781.55 -1.1328e+06 -1.38367e+06 -2.38669e+06 21816.2 -295014 113920
33061 1428.33 782.738 1825.37 -831972 -940817 -1.7836e+06 -73572.5 -228347 127914
33098 1334.81 944.743 1766.33 -934802 -1.17293e+06 -1.80371e+06 -62694.3 -317635 59318.5
33145 1347.78 1030.13 1743.25 -1.70959e+06 -1.84741e+06 -3.24132e+06 6357.54 -407538 150764
33183 1426.89 778.523 1802.83 -1.21208e+06 -1.31296e+06 -2.37954e+06 -110380 -311536 148846
33221 1437.41 856.518 1778.34 -1.5633e+06 -1.8112e+06 -3.10113e+06 -72095.6 -408710 159845
33252 1316.89 944.339 1752.92 -975958 -1.24266e+06 -1.92336e+06 -99778.2 -378255 25227.2
33293 1432 1025.08 1813.15 -796493 -1.04411e+06 -2.38031e+06 147345 -140392 125343
33330 1339.16 852.189 1771.28 -1.09173e+06 -1.16109e+06 -1.98409e+06 -126930 -341340 98414.6
33374 1264.36 993.741 1764.47 -677435 -656104 -1.27613e+06 -83696.7 -290960 3189.15
33412 1366.75 1022.88 1809.34 -668937 -676739 -1.78853e+06 105918 -137867 80245.5
33476 1343.36 960.571 1784.13 -781083 -957871 -1.62844e+06 -2407.4 -235760 60863.4
33510 1432.28 852.857 1792.22 -1.31849e+06 -1.48632e+06 -2.64821e+06 -73594.6 -337435 139784
33543 1382.08 1039.15 1832.81 -296461 -361816 -1.3196e+06 132778 -63070.7 77379.1
33591 1335.37 889.977 1787.43 -780333 -845814 -1.37842e+06 -72020.8 -267379 69078.1
33638 1439.1 832.434 1784.53 -1.54686e+06 -1.70684e+06 -2.9921e+06 -92235.3 -414873 158231
33671 1443.38 967.849 1759.08 -1.90778e+06 -2.25518e+06 -3.76234e+06 45538.8 -416686 188658
33715 1248.77 1003.73 1765.17 -497244 -445581 -951379 -74796.8 -254503 -2758.73
33763 1404.48 1002.06 1854.72 -126082 -190913 -996915 137104 -7430.14 51463.4
33808 1350.58 812.433 1803.77 -742795 -757630 -1.38457e+06 -117868 -246493 92064.8
33854 1427.84 1047.47 1804.57 -877800 -1.1426e+06 -2.48857e+06 123192 -147730 136384
33895 1404.38 929.194 1802.77 -887884 -1.10138e+06 -1.93513e+06 52694.6 -236317 107905
33932 1394.33 986.472 1804.32 -845089 -965344 -2.06198e+06 121947 -169832 86976
33976 1348.14 910.227 1778.57 -904759 -1.03938e+06 -1.71999e+06 -78694.7 -305139 76735.4
34014 1421.51 920.876 1827.68 -534943 -715541 -1.53156e+06 76780.4 -160773 92498.7
34065 1425.39 1028.85 1862.58 -77172.6 -216988 -1.03072e+06 130510 -19506 60946.2
34099 1365.63 1043.46 1766.12 -1.37073e+06 -1.46738e+06 -2.84295e+06 59818.8 -285032 134798
34158 1249.43 1042.7 1737.14 -1.10195e+06 -1.09676e+06 -1.87504e+06 -55359.4 -350404 24211.9
34195 1359.41 977.018 1752.69 -1.50276e+06 -1.732e+06 -2.86428e+06 -8156.04 -410219 77479.4
34243 1449.53 942.038 1759.82 -1.95569e+06 -2.32791e+06 -3.79075e+06 12115.3 -416077 188296
34288 1406.67 1041.53 1845.97 -183570 -316149 -1.22704e+06 159059 -32822.2 67204.4
34330 1348.66 960.716 1808.56 -433103 -515486 -1.03119e+06 32466.6 -154787 44117.1
34390 1355.04 859.134 1773.36 -1.17228e+06 -1.26059e+06 -2.13167e+06 -112249 -370027 108127
34433 1327.19 1007.6 1759.56 -1.31483e+06 -1.35601e+06 -2.56401e+06 -19167.5 -347997 71150.9
34468 1393.7 821.892 1821.32 -634363 -691029 -1.38248e+06 -79905.8 -195686 88631.4
34535 1421.09 891.893 1772.86 -1.55939e+06 -1.79829e+06 -3.03747e+06 -63502.3 -429030 158802
34580 1418.24 1001.61 1806.2 -919592 -1.07801e+06 -2.386e+06 141873 -175735 110210
34636 1308.52 1042.56 1786.65 -644733 -655098 -1.58999e+06 88858.8 -163128 65397.1
34691 1446.88 785.466 1794.27 -1.42847e+06 -1.59788e+06 -2.86421e+06 -125660 -373275 163623
34744 1346.69 946.862 1757.28 -1.17606e+06 -1.42526e+06 -2.24932e+06 -70155.9 -403006 59361.8
34794 1441.95 877.492 1841.62 -527085 -654423 -1.49225e+06 55663.9 -125101 87713.1
34851 1398.46 929.573 1800.46 -806696 -1.04798e+06 -1.87071e+06 34109.3 -219219 100541
34906 1433.75 814.017 1834.38 -673258 -754116 -1.5861e+06 -51521.4 -182583 95499.7
34964 1310.37 855.701 1785.24 -673034 -677026 -1.18974e+06 -128663 -229395 54657.5
35005 1388.18 925.147 1791.4 -950210 -1.16201e+06 -1.98303e+06 294.328 -269704 103653
35043 1358.24 911.451 1773.54 -1.03976e+06 -1.23627e+06 -2.00134e+06 -66499.6 -325878 87934
35082 1400.92 800.66 1852.4 -256076 -243996 -654468 -34691.6 -65703.4 43207.9
35126 1348.97 815.768 1833.25 -221683 -250534 -530404 -71976.9 -97698.4 34227.8
35179 1320.2 791.954 1783.71 -950546 -945394 -1.72436e+06 -104677 -288568 113689
35220 1308.19 794.474 1786.71 -824255 -795710 -1.51217e+06 -121577 -264781 91627.4
35270 1290.03 797.804 1796.39 -629324 -523957 -1.05099e+06 -69769.2 -200099 59534
35317 1343.97 989.928 1762.75 -1.33596e+06 -1.43494e+06 -2.57389e+06 -11506.1 -333264 78669.1
35364 1311.14 997.954 1763.72 -1.18929e+06 -1.19074e+06 -2.22081e+06 -49045.6 -308333 45477.1
35415 1377.09 806.726 1806.93 -782578 -843181 -1.56185e+06 -118378 -237371 100168
35471 1381.53 1017.81 1808.35 -752050 -803630 -1.99125e+06 113081 -151497 91379
35512 1331.04 830.736 1820.5 -334356 -327356 -635458 -82997.7 -119433 33326.6
35561 1278.56 863.768 1780.83 -577571 -541521 -898973 -100700 -209892 30320.8
35601 1383.58 786.065 1811.2 -819805 -875392 -1.62015e+06 -110743 -253327 119754
35634 1348.87 887.881 1765.86 -1.15453e+06 -1.2982e+06 -2.15699e+06 -107791 -368607 97607.3
35683 1347.9 761.444 1837.16 -300766 -291017 -735072 -34090.8 -95501.7 70586
35726 1345.25 1028.4 1756 -1.47405e+06 -1.55755e+06 -2.89594e+06 -4503.19 -348291 119124
35773 1426.81 764.886 1870.64 -128975 -166530 -582184 -17319.4 -30984.1 38451.2
35819 1250.4 1042.05 1771.91 -431144 -361782 -934104 39526.3 -206317 29793.4
35862 1444.57 929.447 1860.72 -164424 -303019 -1.02969e+06 127544 -54614.5 76645.7
35923 1440.42 834.051 1790.03 -1.41491e+06 -1.5944e+06 -2.83936e+06 -77274.9 -352579 154816
35983 1381.04 990.485 1759.98 -1.54985e+06 -1.73333e+06 -3.09288e+06 24550.9 -361225 126410
36025 1445.63 875.493 1808.89 -1.09324e+06 -1.27417e+06 -2.40488e+06 3629.86 -259505 128437
36086 1443.05 849.063 1779.84 -1.60172e+06 -1.84047e+06 -3.14039e+06 -57755.7 -412614 166291
36124 1337.16 758.488 1803.35 -816470 -813418 -1.5867e+06 -74274.1 -238753 109516
36188 1389.94 1025.37 1758.14 -1.67512e+06 -1.83685e+06 -3.35792e+06 52045.4 -341045 166411
36248 1385.09 910.04 1814.61 -590678 -708382 -1.34146e+06 1366.93 -179627 80574
36289 1352.62 1035.7 1795.42 -778166 -812750 -1.95722e+06 85927.6 -182297 93709.3
36338 1285.92 874.874 1764.9 -776049 -821869 -1.35783e+06 -127169 -288229 51037.3
36392 1407.43 974.195 1803.19 -858826 -1.0467e+06 -2.15171e+06 108079 -200111 100824
36427 1344.99 781.567 1830.64 -382507 -343609 -745771 -69405.6 -109354 52660.2
36481 1271.61 986.888 1751.79 -974731 -1.00687e+06 -1.67806e+06 -137855 -362161 1329.67
36532 1359.34 1010.81 1795.45 -869706 -878920 -2.04599e+06 72042.1 -169907 75057.3
36582 1278.31 780.215 1787.03 -736698 -619654 -1.27883e+06 -83365.1 -253507 78074
36616 1332.47 783.178 1821.66 -460775 -426605 -871410 -64371.6 -126761 63255.4
36659 1297.92 1019.69 1776.7 -793518 -757942 -1.72809e+06 752.409 -223870 34651.5
36702 1276.92 860.084 1788.51 -476975 -429750 -697263 -108157 -208663 32216
36749 1375.34 1018.04 1757.68 -1.60812e+06 -1.72115e+06 -3.20203e+06 39931.9 -345796 141192
36784 1432.09 774.118 1873.51 -85065.1 -127277 -546337 -25161.1 -31172.9 35752.8
36838 1312.63 762.325 1821.18 -394025 -332731 -874325 -20927.4 -152157 73876.3
36891 1196.57 1035.85 1731.07 -718811 -636768 -920029 -91391 -204446 -19312.4
36946 1418.43 885.033 1767.75 -1.60974e+06 -1.84465e+06 -3.11059e+06 -68763.5 -419069 145850
36990 1327.13 893.817 1804.08 -414534 -435733 -769863 -61310.2 -174308 35598.6
37031 1400.92 834.005 1830.68 -537639 -581950 -1.20301e+06 -35593.3 -125110 67929.9
37070 1352.32 792.651 1785.64 -1.04686e+06 -1.08616e+06 -1.95382e+06 -118241 -303766 119508
37109 1440.07 970.918 1807.81 -960930 -1.23886e+06 -2.47472e+06 157765 -197723 126909
37148 1357.08 835.493 1778.05 -1.14726e+06 -1.20099e+06 -2.08385e+06 -128730 -354619 110401
37192 1373.01 867.095 1794.57 -896140 -991523 -1.77678e+06 -102027 -281634 94431.5
37239 1364.83 809.473 1833.1 -328147 -337273 -703975 -76068.8 -86924.2 36149.6
37294 1403.63 827.307 1779.38 -1.34939e+06 -1.49051e+06 -2.60617e+06 -106290 -374295 135148
37335 1437.07 760.906 1873.06 -161958 -208022 -655369 -12690.6 -40568.7 32868.3
37393 1291.8 1043.16 1736.3 -1.40882e+06 -1.52753e+06 -2.62357e+06 -33903.8 -409562 96800.7
37442 1430.21 960.243 1837.01 -438255 -648683 -1.50366e+06 166477 -102201 85896.9
37480 1408.84 839.944 1849.57 -272401 -283339 -791364 4785.66 -69161.3 51524.7
37539 1312.21 802.081 1798.14 -692459 -659168 -1.21676e+06 -65972.9 -229802 79744.1
37579 1291.02 804.363 1804.85 -419231 -359317 -788066 -68050.8 -184886 61691.9
37621 1305.92 924.476 1781.35 -535281 -678255 -940844 -94063.3 -240805 35343.2
37666 1281.03 820.101 1783.03 -695266 -624817 -1.18185e+06 -105812 -258713 74001
37712 1399.98 916.622 1785.88 -1.07868e+06 -1.32533e+06 -2.30984e+06 -7819.83 -310643 122257
37749 1436.29 915.372 1779.99 -1.43896e+06 -1.73773e+06 -3.03189e+06 5084.6 -348037 156354
37791 1328.73 1013.97 1742.4 -1.63707e+06 -1.76577e+06 -3.04709e+06 -44099.7 -416223 109148
37846 1331.86 763.48 1792.39 -974731 -926570 -1.79834e+06 -96581.5 -282814 114586
37905 1428.21 996.234 1779.03 -1.45257e+06 -1.72154e+06 -3.20817e+06 103546 -283268 168923
37956 1344.67 896.008 1763.71 -1.13795e+06 -1.29869e+06 -2.12744e+06 -104601 -371316 88878.5
38003 1413.15 777.852 1835.03 -604906 -688232 -1.33937e+06 -72982 -165091 102351
38045 1442.8 904.323 1767.8 -1.78592e+06 -2.08189e+06 -3.47935e+06 -41204.6 -438103 169491
38116 1340.14 922.787 1762.19 -1.04544e+06 -1.27907e+06 -1.9888e+06 -89380.8 -381919 72057.3
38160 1379.56 850.624 1832.78 -453985 -427661 -914813 -33398.7 -111249 43644.2
38210 1428.69 1048.52 1798.1 -999342 -1.2834e+06 -2.66064e+06 136656 -179182 153765
38268 1404.12 765.89 1813.69 -959969 -999906 -1.85731e+06 -102235 -266525 128835
38323 1368.07 913.445 1779.33 -1.02879e+06 -1.22068e+06 -2.0079e+06 -54871.3 -325566 98329.2
38379 1326.66 1011.39 1819.27 -306990 -218122 -1.05606e+06 50550.6 -58402.2 42197.2
38432 1290.51 755.058 1807.91 -565410 -457028 -1.04406e+06 -24604.4 -198718 76393.9
38492 1335.6 959.065 1791.42 -565030 -753521 -1.31288e+06 -1048.97 -238177 53125
38539 1406.51 967.04 1770.58 -1.45482e+06 -1.72533e+06 -2.96054e+06 46180 -356662 138325
38580 1372.38 1044.29 1743.38 -1.81713e+06 -2.01001e+06 -3.48739e+06 12701.9 -398224 195674
38629 1351.48 855.697 1785.04 -959480 -1.02311e+06 -1.75953e+06 -112900 -286971 89542.4
38676 1439.77 939.942 1851.8 -281195 -426731 -1.18349e+06 151272 -77398.7 82181.8
38725 1396.26 884.84 1841.66 -263914 -299571 -844385 20866.5 -92039.9 60451.7
38764 1407.57 976.254 1796.32 -1.04176e+06 -1.21207e+06 -2.38048e+06 131508 -244796 109451
38814 1440.39 886.729 1858.38 -250040 -313657 -1.01901e+06 72512 -58277.8 67730.8
38868 1440.45 797.509 1853.91 -406629 -471260 -1.12879e+06 -45763.2 -83749.5 71050.9
38936 1444.44 877.524 1782.57 -1.48248e+06 -1.76964e+06 -3.09066e+06 -47895.1 -365900 162396
38972 1331.84 925.865 1798.5 -424012 -567726 -897748 -43976 -187550 54613
39015 1344.53 1048.55 1752.64 -1.42502e+06 -1.57698e+06 -2.90562e+06 1568.84 -336225 143178
39068 1444.24 865.311 1804.72 -1.11684e+06 -1.33691e+06 -2.49086e+06 -29702.6 -274591 137812
39126 1348.79 780.573 1818.29 -527242 -550005 -1.10552e+06 -78024.3 -171232 82513.9
39190 1418.71 789.207 1833.24 -670417 -726505 -1.44451e+06 -79601.1 -161221 87459.5
39233 1419.77 784.22 1814.44 -966351 -1.05431e+06 -1.94766e+06 -99758.9 -243484 120442
39287 1377.22 983.819 1784.23 -1.08759e+06 -1.2071e+06 -2.35032e+06 58783.1 -267978 94136.2
39344 1436.89 1046.74 1831.92 -433621 -715303 -1.85251e+06 158348 -70703 103053
39393 1429.23 1020.45 1748.99 -2.05623e+06 -2.35302e+06 -4.00236e+06 41991.3 -396506 234008
39431 1427.94 1008.57 1749.12 -2.08708e+06 -2.37282e+06 -4.00352e+06 34879.6 -394621 223627
39471 1250.91 1022.8 1767.96 -592381 -455199 -1.03383e+06 -20049 -242900 16283.1
39533 1435.86 1025.72 1846.38 -282261 -490668 -1.5467e+06 170700 -40729.6 75689.5
39588 1375.75 918.534 1761.59 -1.33779e+06 -1.56854e+06 -2.58135e+06 -69350.5 -399882 108803
39634 1435.62 1017.24 1822.16 -676842 -904252 -2.18199e+06 157059 -108956 109798
39689 1339.97 837.064 1790.83 -815673 -854264 -1.52046e+06 -131969 -261539 82580.1
39774 1417.63 1025.4 1781.4 -1.36755e+06 -1.55905e+06 -3.0694e+06 121876 -249809 161644
39838 1391.75 905.861 1793.05 -990398 -1.15738e+06 -2.03224e+06 -31609 -284099 99790.9
39885 1356.82 888.042 1786.48 -908732 -1.01857e+06 -1.74594e+06 -86043.5 -295984 85598.4
39949 1306.56 948.525 1787.43 -426456 -570643 -850769 -63106.9 -211825 30836.8
39997 1373.47 999.59 1832.27 -325553 -308704 -1.1748e+06 112083 -31239.4 57012.4
40048 1381.08 887.111 1814.66 -659452 -699864 -1.34892e+06 -41485.9 -174871 71331.2
40105 1394.55 958.069 1817.07 -526411 -735919 -1.47558e+06 87841.8 -139173 72937.5
40164 1360.43 777.922 1794.09 -1.00014e+06 -1.03158e+06 -1.9083e+06 -115269 -310449 133854
40213 1312.98 1009.55 1767.69 -1.06948e+06 -1.07241e+06 -2.16484e+06 -15252 -306747 43220.2
40261 1407.38 871.567 1849.52 -219250 -233906 -787802 28779.9 -62215.7 52927
40321 1432.22 1023.21 1746.16 -2.15074e+06 -2.46631e+06 -4.12594e+06 24357 -391386 250987
40403 1387.53 1036.53 1844.86 -157056 -217408 -1.06124e+06 141238 -20769.8 69608.2
40458 1382.71 834.189 1837.08 -346959 -319633 -751896 -35958.3 -96740.2 44024.9
40508 1434.66 957.743 1801.87 -1.04791e+06 -1.29379e+06 -2.47951e+06 115111 -219480 121049
40550 1422.06 900.953 1768.23 -1.58592e+06 -1.81686e+06 -3.12034e+06 -85880.5 -415841 134500
40608 1437.67 933.958 1762.48 -1.79909e+06 -2.13855e+06 -3.51868e+06 -2221.28 -435456 168139
40657 1319.19 1045.59 1771.81 -951088 -1.01439e+06 -2.10794e+06 44903.5 -242735 86342.9
40720 1313.59 763.915 1803.71 -716519 -653487 -1.35329e+06 -54083.4 -230275 93499.3
40777 1390.34 942.929 1759.18 -1.46876e+06 -1.75436e+06 -2.87471e+06 -34756.8 -419756 111985
40830 1364.18 765.452 1790.13 -1.12029e+06 -1.1431e+06 -2.10833e+06 -112763 -304743 135957
40881 1402.37 1013.97 1848.52 -220415 -262932 -1.15909e+06 142848 -16275.3 61303.7
40957 1243.31 768.514 1788.76 -690624 -393255 -867644 -80779.4 -225316 23371.7
41008 1262.5 1010.96 1780.8 -440487 -300614 -912675 -26013.1 -182994 13577.9
41050 1404.08 934.815 1811.64 -705609 -916621 -1.70004e+06 56725.9 -176621 99869.8
41107 1246.4 1023.62 1767.94 -457348 -361193 -908894 -29093.4 -233694 15442.6
41159 1441.06 847.77 1830.37 -742355 -896992 -1.77532e+06 8673.64 -189097 113566
41234 1377.2 987.095 1748.43 -1.77738e+06 -1.99792e+06 -3.32277e+06 -9881.97 -422634 126013
41287 1344.29 811.161 1818.65 -446485 -472957 -911556 -90083.8 -167019 65350.3
41354 1241.23 1032.8 1756.89 -672839 -583933 -1.13132e+06 -32448.5 -296029 -2220.01
41428 1198.74 1045.77 1733.6 -692616 -619185 -978661 -97875 -306311 -23207.8
41496 1315.98 820.282 1813.44 -401244 -389492 -724236 -58113.1 -144551 50495.9
41574 1394.75 1045.1 1753.3 -1.70685e+06 -1.9547e+06 -3.48247e+06 50080.5 -339595 197051
41635 1448.3 1009.44 1871.41 -80139.1 -255654 -1.03462e+06 142403 -15120.9 56739.3
41699 1310.32 950.059 1767 -790706 -974515 -1.46168e+06 -63335.2 -315875 32285.2
41734 1381.8 932.49 1823.05 -372534 -513084 -1.02032e+06 40604 -120376 67846.7
41801 1434.37 833.101 1832.06 -681140 -768522 -1.61498e+06 -33602.4 -168199 92402.4
41858 1435.65 1013.66 1837.14 -463182 -671837 -1.80626e+06 183641 -72513.5 88890.7
41916 1375.59 895.883 1771.25 -1.24301e+06 -1.41786e+06 -2.39576e+06 -72438.1 -382831 115709
41962 1317.11 826.19 1779.44 -898694 -921619 -1.62792e+06 -125733 -303860 99129.4
42026 1382.77 881.623 1824.4 -436290 -525332 -1.09543e+06 -22121.6 -136302 62794.6
42108 1321.56 801.212 1809.33 -564892 -532319 -1.00723e+06 -66128.3 -193821 75559.9
42172 1284.07 1003.91 1796.09 -357882 -259951 -936664 -9800.89 -135827 24465.6
42231 1409.17 857.916 1850.95 -211720 -241130 -762747 12581.2 -74663.1 51380.5
42281 1310.13 862.79 1792.3 -535879 -563891 -958007 -91176.1 -210230 59109.1
42325 1390.61 959.048 1788.38 -992377 -1.23377e+06 -2.21807e+06 63477.2 -280042 124912
42398 1431.36 981.581 1834.91 -453456 -674669 -1.70213e+06 175193 -104456 83373.3
42486 1375.69 948.918 1754.87 -1.44421e+06 -1.72978e+06 -2.77162e+06 -42201.6 -412638 84560.9
42546 1394.26 765.122 1826.18 -707738 -732392 -1.42128e+06 -78919.4 -185978 108090
42601 1347.64 995.923 1821.88 -374713 -294589 -1.10278e+06 65790.9 -63852.2 48583.8
42669 1425.24 1012.16 1847.76 -266161 -418994 -1.4191e+06 163590 -42478.2 73463.4
42735 1437.51 1027.69 1798.99 -1.03922e+06 -1.3018e+06 -2.76917e+06 128245 -192949 157641
42806 1337.87 811.71 1828.82 -241963 -272408 -558402 -77085 -109916 39549.8
42874 1425.57 860.573 1787.59 -1.29364e+06 -1.5175e+06 -2.67352e+06 -74975.9 -359007 146661
42929 1445.53 773.549 1867.76 -220009 -318662 -894363 -33251.7 -58734.2 73699.3
43011 1401.94 846.493 1849.38 -209919 -219787 -693392 -4912.96 -69753.9 48337.7
43071 1304.88 904.967 1760.77 -885091 -1.0009e+06 -1.58115e+06 -125142 -316429 44574.5
43137 1363.25 894.342 1791.42 -829404 -954504 -1.66818e+06 -82456.3 -258138 84598.8
43206 1386.76 864.432 1773.59 -1.30961e+06 -1.4701e+06 -2.52326e+06 -102934 -390444 124797
43279 1406.01 1015.13 1843.59 -243794 -357896 -1.33268e+06 133947 -41787.5 59777.8
43351 1424.08 884.087 1856.9 -152756 -209664 -825193 57854 -47357.7 65998.2
43411 1366.09 978.268 1793.88 -843889 -944900 -1.89835e+06 58770.6 -218336 71698.3
43463 1391.66 899.466 1766.88 -1.40499e+06 -1.63753e+06 -2.73793e+06 -83745.7 -408688 127833
43533 1329.45 961.896 1779.39 -831679 -943837 -1.57947e+06 -30164.8 -258018 41121.9
43602 1447.8 1035.98 1816.74 -744425 -1.05549e+06 -2.39062e+06 152061 -135336 135111
43659 1417.28 960.78 1846.68 -212133 -356652 -1.04654e+06 153714 -54211.7 70891.9
43724 1363.05 768.514 1829.67 -436880 -457575 -990653 -91115.6 -121821 71879.6
43772 1412.9 866.663 1849.12 -248535 -294713 -862934 22965 -72479 54667
43854 1393.49 1027.62 1744.49 -1.98677e+06 -2.20726e+06 -3.75321e+06 14747.4 -401110 200503
43921 1278.85 991.994 1754.98 -976879 -1.02392e+06 -1.78954e+06 -91302.1 -359240 11827
44012 1371.6 887.473 1815.33 -515429 -587618 -1.15139e+06 -41139.2 -165563 65967.8
